id,batch_size,n_instances,epochs_trained,efforts,arch_hidden_layers,arch_shape,arch_depth,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_weight_decay,arch_momentum,arch_batch_size,arch_use_skip_connections,arch_initializer,arch_lr_scheduler,arch_scheduler_params,arch_seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,forecasted_val_acc,score,forecast_gain,fcst_greater_than_baseline,last_train_acc,last_train_loss,last_val_acc,last_val_loss,slope_val_acc,var_val_acc,gap_val_acc
0,512,"[54, 108]",1,[0.1],"[498, 497, 473, 427, 404, 301, 264, 251, 247, 210, 186, 158, 135, 23, 135, 158, 186, 210, 247, 251, 264, 301, 404, 427, 473, 497, 498]",hourglass,26,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.sgd.SGD'>,0.0007006700163436125,0.0,0.95,512,True,kaiming_uniform,step,"{'step_size': 5, 'gamma': 0.9}",0,[930.5367431640625],[0.18518518518518517],[8.548497200012207],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.18518518518518517,930.5367431640625,0.2647058823529412,8.548497200012207,,,
2,32,"[54, 108]",1,[0.1],"[229, 213, 35, 35, 213, 229]",hourglass,5,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adamw.AdamW'>,0.0024225309839579216,0.0,,32,False,kaiming_normal,none,{},28250,[1.484729007438377],[0.24074074074074073],[1.4450265028897453],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.24074074074074073,1.484729007438377,0.2647058823529412,1.4450265028897453,,,
3,1024,"[54, 108]",1,[0.1],"[475, 471, 465, 458, 449, 436, 431, 404, 400, 393, 388, 380, 364, 361, 354, 354, 311, 290, 274, 263, 237, 234, 222, 215, 215, 198, 193, 178, 176, 173, 166, 163, 157, 137, 123, 89, 86, 79, 56, 55, 26, 14, 6]",pyramid,43,<class 'torch.nn.modules.activation.Sigmoid'>,0.3,<class 'torch.optim.adam.Adam'>,0.00010101000575158582,1e-05,,1024,False,xavier_uniform,none,{},42375,[1.4251747131347656],[0.2777777777777778],[1.3872143030166626],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.2777777777777778,1.4251747131347656,0.2647058823529412,1.3872143030166626,,,
4,64,"[54, 108]",1,[0.1],"[493, 415, 350, 337, 336, 310, 213, 150, 133, 113, 52, 44, 32]",pyramid,13,<class 'torch.nn.modules.activation.Tanh'>,0.5,<class 'torch.optim.sgd.SGD'>,0.002942826324564349,0.01,0.9,64,False,kaiming_normal,exponential,{'gamma': 0.9},56500,[1.5588246583938599],[0.2777777777777778],[1.4767363983042099],[0.21323529411764705],[],[],0.0,0.0,0.0,False,0.2777777777777778,1.5588246583938599,0.21323529411764705,1.4767363983042099,,,
6,1024,"[54, 108]",1,[0.1],"[284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284, 284]",constant,43,<class 'torch.nn.modules.activation.LeakyReLU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0001431923924022744,0.01,,1024,True,xavier_uniform,exponential,{'gamma': 0.99},84750,[247379488.0],[0.25925925925925924],[659.340576171875],[0.21323529411764705],[],[],0.0,0.0,0.0,False,0.25925925925925924,247379488.0,0.21323529411764705,659.340576171875,,,
7,256,"[54, 108]",1,[0.1],"[495, 466, 398, 385, 365, 361, 287, 251, 232, 221, 142, 140, 139, 126, 117, 64, 52, 26, 25]",pyramid,19,<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.017655959009564064,1e-05,,256,True,xavier_normal,step,"{'step_size': 30, 'gamma': 0.9}",98875,[1.4159246683120728],[0.25925925925925924],[1.3928107023239136],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.25925925925925924,1.4159246683120728,0.2647058823529412,1.3928107023239136,,,
8,32,"[54, 108]",1,[0.1],"[498, 493, 440, 425, 353, 305, 265, 263, 219, 217, 206, 187, 184, 152, 145, 129, 104, 100, 91, 55, 52, 52, 55, 91, 100, 104, 129, 145, 152, 184, 187, 206, 217, 219, 263, 265, 305, 353, 425, 440, 493, 498]",hourglass,41,<class 'torch.nn.modules.activation.ELU'>,0.4,<class 'torch.optim.adamw.AdamW'>,0.03854894607456365,0.001,,32,True,xavier_normal,none,{},113000,[11532.36653801247],[0.09259259259259259],[73.45915850471047],[0.25735294117647056],[],[],0.0,0.0,0.0,False,0.09259259259259259,11532.36653801247,0.25735294117647056,73.45915850471047,,,
9,512,"[54, 108]",1,[0.1],"[434, 397, 389, 388, 369, 357, 345, 311, 285, 282, 250, 198, 168, 167, 144, 142, 140, 136, 133, 124, 119, 113, 80, 45, 3]",pyramid,25,<class 'torch.nn.modules.activation.GELU'>,0.4,<class 'torch.optim.rmsprop.RMSprop'>,0.0007443695643739327,0.001,,512,True,xavier_normal,none,{},127125,[1.4011800289154053],[0.2777777777777778],[1.3913121223449707],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.2777777777777778,1.4011800289154053,0.2647058823529412,1.3913121223449707,,,
10,32,"[54, 108]",1,[0.1],"[20, 44, 130, 152, 161, 168, 193, 201, 206, 226, 250, 264, 267, 269, 276, 292, 294, 295, 296, 298, 314, 322, 339, 345, 346, 346, 347, 380, 404, 407, 430, 463, 480]",inv_pyramid,33,<class 'torch.nn.modules.activation.GELU'>,0.2,<class 'torch.optim.rmsprop.RMSprop'>,0.00023683339213158132,0.0001,,32,True,kaiming_uniform,step,"{'step_size': 30, 'gamma': 0.5}",141250,[24.889680367928964],[0.2777777777777778],[1.3846991553026087],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.2777777777777778,24.889680367928964,0.2647058823529412,1.3846991553026087,,,
11,512,"[54, 108]",1,[0.1],"[491, 483, 476, 469, 454, 437, 434, 431, 430, 418, 390, 382, 382, 381, 376, 375, 374, 363, 359, 336, 305, 276, 269, 267, 257, 255, 249, 235, 233, 215, 214, 193, 177, 172, 164, 140, 135, 134, 115, 114, 92, 85, 72, 61, 52, 22, 22, 17, 13]",pyramid,49,<class 'torch.nn.modules.activation.ELU'>,0.3,<class 'torch.optim.rmsprop.RMSprop'>,0.05866827312201596,0.0,,512,False,kaiming_uniform,step,"{'step_size': 20, 'gamma': 0.5}",155375,[7435.02587890625],[0.24074074074074073],[nan],[0.2647058823529412],[],[],0.0,0.0,0.0,False,0.24074074074074073,7435.02587890625,0.2647058823529412,,,,
